id,wine,average rating,review count,image
r0516,Showket Vineyard Cabernet Sauvignon 2007,4.8,25,https://images.vivino.com/thumbs/JywGOvs7Sfmmi4IrgnK-MA_pb_x300.png
r0518,Madrona Ranch Cabernet Sauvignon 2012,4.8,25,https://images.vivino.com/thumbs/L27lLpSLSQmHB9x5xFBpmQ_pb_x300.png
r0521,Veraison Cabernet Sauvignon (Stagecoach Vineyard) 2015,4.8,25,https://images.vivino.com/thumbs/MNtL2gz9QGC8POp97X2RYQ_pb_x300.png
r0525,Anderson Valley Estate Pinot Noir 2011,4.8,25,https://images.vivino.com/thumbs/FyAq0fc2QXWZd4k8NGddqg_pb_x300.png
r0537,Special Selection Cabernet Sauvignon 2014,4.7,41,https://images.vivino.com/thumbs/wQrYDrRqRCWJ8VwSBm8pfQ_pb_x300.png
r0541,Special Selection Cabernet Sauvignon 2013,4.7,35,https://images.vivino.com/thumbs/wQrYDrRqRCWJ8VwSBm8pfQ_pb_x300.png
r0553,Cabernet Sauvignon N.V.,4.7,23,https://images.vivino.com/thumbs/Z92v0bohTBaVUVPNjiXPuA_pb_x300.png
r0556,Darius II Cabernet Sauvignon N.V.,4.7,21,https://images.vivino.com/thumbs/U19RXtSdRMmoAesl2CBygA_pb_x300.png
r0559,Ark Vineyard Cabernet Sauvignon N.V.,4.7,20,https://images.vivino.com/thumbs/TQLu4uY6RuC0bW8QHDeIPw_pb_x300.png
r0567,Cabernet Sauvignon N.V.,4.7,15,https://images.vivino.com/thumbs/pU7uFKR-TAKAOQaf3Hpn2A_pb_x300.png
r0586,Cabernet Sauvignon Proprietor Grown N.V.,4.7,12,https://images.vivino.com/thumbs/JL0BHEkRTxqJUuW9QfABtA_pb_x300.png
r0588,Mount Veeder Cabernet Sauvignon N.V.,4.7,12,https://images.vivino.com/thumbs/41jCEa5TSouKrLK1mxZVLg_pb_x300.png
r0594,CASK 23 Cabernet Sauvignon 2012,4.7,11,https://images.vivino.com/thumbs/ZNy9BkyrSj-PMnUs4H3WyQ_pb_x300.png
r0596,Cabernet Sauvignon RBS Beckstoffer To Kalon Vineyard N.V.,4.7,11,https://images.vivino.com/thumbs/GpcSXs2ERS6niDxoAsvESA_pb_x300.png
r0598,Special Selection Cabernet Sauvignon 2015,4.7,11,https://images.vivino.com/thumbs/wQrYDrRqRCWJ8VwSBm8pfQ_pb_x300.png
r0634,Kayli Morgan Vineyard Cabernet Sauvignon N.V.,4.7,85,https://images.vivino.com/thumbs/ZOn7KuOhTCap7hb74ucQVA_pb_x300.png
r0642,Cabernet Sauvignon St. Helena Mountain N.V.,4.7,78,https://images.vivino.com/thumbs/05c129iwR-mOludhobyiCA_pb_x300.png
r0644,Taita Marchigüe Vineyard Cabernet Sauvignon N.V.,4.7,79,https://images.vivino.com/thumbs/jmKZlGApSlSVDlSbUbe5JA_pb_x300.png
r0651,Beckstoffer Dr. Crane Vineyard Cabernet Sauvignon N.V.,4.7,73,https://images.vivino.com/thumbs/qmeRPQC1QCaTbAZ2n85ELQ_pb_x300.png
r0666,Kathryn Hall Cabernet Sauvignon 2013,4.7,68,https://images.vivino.com/thumbs/zJZAU8z1S_CNsTj5luKowQ_pb_x300.png
r0680,G Major Seven Study Cabernet Sauvignon N.V.,4.7,65,https://images.vivino.com/thumbs/Q8MlhaRDTbaYh6Ydnr__iQ_pb_x300.png
r0684,Estate Cabernet Sauvignon 2014,4.7,63,https://images.vivino.com/thumbs/o1McdLkiQE64AEsvfmQJpg_pb_x300.png
r0686,Special Selection Cabernet Sauvignon 2006,4.7,62,https://images.vivino.com/thumbs/wQrYDrRqRCWJ8VwSBm8pfQ_pb_x300.png
r0709,Treehouse Pinot Noir N.V.,4.7,56,https://images.vivino.com/thumbs/k7oHkUodSvi8tQeQdFmI4g_pb_x300.png
r0711,Poetry Cabernet Sauvignon N.V.,4.7,55,https://images.vivino.com/thumbs/rbOkqy3pSTuTVU8XKAFYXw_pb_x300.png
r0713,Hillside Select Cabernet Sauvignon 2010,4.7,54,https://images.vivino.com/thumbs/Q71Yx3zaRQW9IqxN0vk64w_pb_x300.png
r0718,Fortis Cabernet Sauvignon N.V.,4.7,54,https://images.vivino.com/thumbs/nu85uiOyQiay0d_WLhYTNg_pb_x300.png
r0719,Fortis Cabernet Sauvignon N.V.,4.7,54,https://images.vivino.com/thumbs/nu85uiOyQiay0d_WLhYTNg_pb_x300.png
w0005,Estate Finch Hollow Chardonnay (Cave Fermented) 2014,4.8,11,https://images.vivino.com/thumbs/pQ_92smWRKG7Y7h5_ZwD-w_pb_x300.png
w0018,Clos Sainte Hune Riesling Alsace 1990,4.8,36,https://images.vivino.com/thumbs/sOfai0jLTaKoP_6oXtvH9w_pb_x300.png
w0021,The Judge Chardonnay 2012,4.8,34,https://images.vivino.com/thumbs/xfK7hQR7T6WJjvIIsDW21A_pb_x300.png
w0025,G-Max Riesling 2009,4.8,31,https://images.vivino.com/thumbs/_tbErBvfQ3CcDGgJf-I6Dw_pb_x300.png
w0026,Unendlich Riesling 2007,4.8,31,https://images.vivino.com/thumbs/Clc1N_neRBq_orOAKw9aqg_pb_x300.png
w0032,Chardonnay Eastside 2012,4.8,28,https://images.vivino.com/thumbs/6JonqprfR_SMBTqliXjB7Q_pb_x300.png
w0033,Reserve Chardonnay 2014,4.8,27,https://images.vivino.com/thumbs/ZdnxhNdpTeet4bwwTdFUJA_pb_x300.png
w0037,Singerriedel - Riesling Smaragd 2002,4.8,26,https://images.vivino.com/thumbs/W7Tblf6DSU6rZjeCpIkJ8Q_pb_x300.png
w0038,Unendlich Riesling 2017,4.8,26,https://images.vivino.com/thumbs/Clc1N_neRBq_orOAKw9aqg_pb_x300.png
w0042,Gold Chardonnay N.V.,4.7,48,https://images.vivino.com/highlights/icon/top_ranked.svg
w0043,Unendlich Riesling N.V.,4.7,42,https://images.vivino.com/thumbs/Clc1N_neRBq_orOAKw9aqg_pb_x300.png
w0044,Estate Finch Hollow Chardonnay (Cave Fermented) N.V.,4.7,37,https://images.vivino.com/thumbs/pQ_92smWRKG7Y7h5_ZwD-w_pb_x300.png
w0048,G-Max Riesling N.V.,4.7,19,https://images.vivino.com/thumbs/_tbErBvfQ3CcDGgJf-I6Dw_pb_x300.png
w0052,Marcassin Vineyard Chardonnay 2011,4.7,11,https://images.vivino.com/thumbs/JFRTPDUcTFiLFvtMXT-4Cg_pb_x300.png
w0072,Unendlich Riesling 2009,4.7,58,https://images.vivino.com/thumbs/Clc1N_neRBq_orOAKw9aqg_pb_x300.png
w0081,The Judge Chardonnay 2013,4.7,50,https://images.vivino.com/thumbs/xfK7hQR7T6WJjvIIsDW21A_pb_x300.png
w0085,Clos Sainte Hune Riesling Alsace 1989,4.7,48,https://images.vivino.com/thumbs/sOfai0jLTaKoP_6oXtvH9w_pb_x300.png
w0086,Wehlener Sonnenuhr Riesling Auslese 1998,4.7,48,https://images.vivino.com/thumbs/z7B_lm7URWy88F0inHlZ-w_pb_x300.png
w0087,Chardonnay CIX 2012,4.7,48,https://images.vivino.com/thumbs/mPWBSs3FQHuG52fEionjYQ_pb_x300.png
w0089,Ellen Lane Estate Chardonnay 2015,4.7,48,https://images.vivino.com/thumbs/5i1iFN1OQlKJZHczprDV9Q_pb_x300.png
w0090,Scharzhofberger Riesling Spätlese 2015,4.7,47,https://images.vivino.com/thumbs/NwRt7c2oQF6-mdBgs9gSLQ_pb_x300.png
w0104,Abts Erde Riesling 2009,4.7,37,https://images.vivino.com/thumbs/e-wQMtuaTqORgDsptlx5ng_pb_x300.png
w0105,Mon Plaisir Chardonnay 2015,4.7,37,https://images.vivino.com/thumbs/kI7dIYpZQWK1D2GCeQ4D2g_pb_x300.png
w0109,Wehlener Sonnenuhr Riesling Auslese 1990,4.7,36,https://images.vivino.com/thumbs/z7B_lm7URWy88F0inHlZ-w_pb_x300.png
w0111,Chardonnay Larry Hyde & Sons 2015,4.7,36,https://images.vivino.com/thumbs/IiahG9oiQ-K0DceRfPIoOA_pb_x300.png
w0112,Chardonnay 2004,4.7,35,https://images.vivino.com/thumbs/O6b0DPFgRkaxE9ebTTwAbA_pb_x300.png
w0114,Chardonnay Coup De Coeur 2013,4.7,35,https://images.vivino.com/thumbs/-EUQAvqtSc-fRB5ZkyfqGw_pb_x300.png
w0116,Unendlich Riesling 2011,4.7,34,https://images.vivino.com/thumbs/Clc1N_neRBq_orOAKw9aqg_pb_x300.png
w0124,Attis Mar Albariño 2016,4.7,33,https://images.vivino.com/thumbs/O0reA-UNSISBwMILPPcFHg_pb_x300.png
w0126,Rosen (Rosenberg) Riesling 2011,4.7,33,https://images.vivino.com/thumbs/yZHA_lU4Th6EMcezK3xAog_pb_x300.png
w0127,Charles Heintz Vineyard Chardonnay 2013,4.7,32,https://images.vivino.com/thumbs/DX46cOq9T4mVsmEtkwbJng_pb_x300.png
w0131,Kirchspiel Riesling GG 2006,4.7,31,https://images.vivino.com/thumbs/3hM2pVPBQBWXRixHJHp_AQ_pb_x300.png
w0138,Estate Chardonnay (Cave Fermented) 2010,4.7,30,https://images.vivino.com/thumbs/KYXeZJ59SO2GJSkGuuKcWg_pb_x300.png
w0141,Estate Finch Hollow Unfiltered Chardonnay (Cave Fermented) 2012,4.7,30,https://images.vivino.com/thumbs/_PoiNSZ2RPejrY1CuYd40Q_pb_x300.png
w0143,Scharzhofberger Riesling Auslese 2005,4.7,29,https://images.vivino.com/thumbs/V_iEN64AR7GyB20KeOkA0Q_pb_x300.png
w0148,Pinot Gris Alsace Selection de Grains Nobles 2005,4.7,28,https://images.vivino.com/thumbs/_11CY9d7Q-OgmYa9k730-g_pb_x300.png
w0149,Chardonnay Lauren 2015,4.7,28,https://images.vivino.com/thumbs/2NAVcOqORIetzF7Znkt56Q_pb_x300.png
w0152,Ritchie Vineyard Chardonnay 2011,4.7,27,https://images.vivino.com/thumbs/86OPYU1CTYG-Bc7bkp5HLg_pb_x300.png
w0154,Gold Chardonnay 2004,4.7,27,https://thumbs.vivino.com/avatars/793134_171840_big_app_50x50.jpg
w0163,G-Max Riesling 2006,4.7,25,https://images.vivino.com/thumbs/_tbErBvfQ3CcDGgJf-I6Dw_pb_x300.png
w0169,Clos Sainte Hune Riesling Alsace 1996,4.7,25,https://images.vivino.com/thumbs/sOfai0jLTaKoP_6oXtvH9w_pb_x300.png
w0170,Chardonnay 2012,4.7,25,https://images.vivino.com/thumbs/iIDBsbA5Rd2cIDOKUDcMJg_pb_x300.png
w0176,Marcassin Vineyard Chardonnay N.V.,4.6,80,https://images.vivino.com/thumbs/JFRTPDUcTFiLFvtMXT-4Cg_pb_x300.png
w0182,The Judge Chardonnay N.V.,4.6,33,https://images.vivino.com/thumbs/xfK7hQR7T6WJjvIIsDW21A_pb_x300.png
w0189,Chardonnay 2015,4.6,21,https://images.vivino.com/thumbs/xVKeSYrDTIOOjSPciQG0SA_pb_x300.png
w0193,Clos Sainte Hune Riesling Alsace 2006,4.6,20,https://images.vivino.com/thumbs/sOfai0jLTaKoP_6oXtvH9w_pb_x300.png
w0195,Chardonnay CIX N.V.,4.6,20,https://images.vivino.com/thumbs/mPWBSs3FQHuG52fEionjYQ_pb_x300.png
w0196,Chardonnay Eastside N.V.,4.6,20,https://images.vivino.com/thumbs/6JonqprfR_SMBTqliXjB7Q_pb_x300.png
w0197,Singerriedel - Riesling Smaragd 2013,4.6,19,https://images.vivino.com/thumbs/W7Tblf6DSU6rZjeCpIkJ8Q_pb_x300.png
w0198,Cuvée Indigène Chardonnay N.V.,4.6,19,https://images.vivino.com/thumbs/cCbTIg1uS2CWm9KYZ0uKXQ_pb_x300.png
w0200,Singerriedel - Riesling Smaragd 2011,4.6,17,https://images.vivino.com/thumbs/W7Tblf6DSU6rZjeCpIkJ8Q_pb_x300.png
w0212,Marcassin Vineyard Chardonnay 2012,4.6,13,https://images.vivino.com/thumbs/JFRTPDUcTFiLFvtMXT-4Cg_pb_x300.png
w0221,The FMC Chenin Blanc 2009,4.6,12,https://images.vivino.com/thumbs/PSJ4rCFvRcaUWmX0-6USNA_pb_x300.png
w0222,Marcassin Vineyard Chardonnay 2010,4.6,12,https://images.vivino.com/thumbs/JFRTPDUcTFiLFvtMXT-4Cg_pb_x300.png
w0224,Leeu Passant Elandskloof Chardonnay 2016,4.6,12,https://images.vivino.com/thumbs/Cj9S8xx7SAuLtiCznUN3yg_pb_x300.png
w0230,Marcassin Vineyard Chardonnay 2009,4.6,11,https://images.vivino.com/thumbs/JFRTPDUcTFiLFvtMXT-4Cg_pb_x300.png
w0235,Estate Vineyard Chardonnay 2013,4.6,10,https://images.vivino.com/thumbs/sG8QtW-zTdCtddOUYgs_hw_pb_x300.png
w0236,Kirchspiel Riesling GG 2012,4.6,10,https://images.vivino.com/thumbs/3hM2pVPBQBWXRixHJHp_AQ_pb_x300.png
w0238,Point Rouge Chardonnay N.V.,4.7,10,https://images.vivino.com/thumbs/e9g2mO0jSYaN_uyUliRDhw_pb_x300.png
w0239,Napa Valley Chardonnay 2010,4.6,10,https://images.vivino.com/thumbs/gAydmmSBTr-4FbYj9An_eA_pb_x300.png
w0242,Belle Côte Chardonnay 2013,4.6,98,https://images.vivino.com/thumbs/EWNIy5joRa-TxGeICF4Kxw_pb_x300.png
w0247,Kevin John Chardonnay 2012,4.6,92,https://images.vivino.com/thumbs/u7OPwBB8Qs2VUxRsrSOoFA_pb_x300.png
w0248,Clos Sainte Hune Riesling Alsace 2004,4.6,92,https://images.vivino.com/thumbs/sOfai0jLTaKoP_6oXtvH9w_pb_x300.png
w0249,Scharzhofberger Riesling Auslese 2011,4.6,92,https://images.vivino.com/thumbs/V_iEN64AR7GyB20KeOkA0Q_pb_x300.png
w0250,Clos Sainte Hune Riesling Alsace 2003,4.6,92,https://images.vivino.com/thumbs/sOfai0jLTaKoP_6oXtvH9w_pb_x300.png
w0251,La Carriere Chardonnay 2013,4.6,92,https://images.vivino.com/thumbs/KuRAb0xzRI2Uvgm-S_XBmw_pb_x300.png
w0256,Saarburger Rausch Riesling Auslese 2010,4.6,80,https://images.vivino.com/thumbs/nGTRT9dgTROO9eG9ZpF-kg_pb_x300.png
w0259,Durell Vineyard Chardonnay 2013,4.6,75,https://images.vivino.com/thumbs/LRP0S8JrRQijCjemChbtaA_pb_x300.png
w0262,Unendlich Riesling 2013,4.6,72,https://images.vivino.com/thumbs/Clc1N_neRBq_orOAKw9aqg_pb_x300.png
w0263,Kirchspiel Riesling GG 2015,4.6,71,https://images.vivino.com/thumbs/3hM2pVPBQBWXRixHJHp_AQ_pb_x300.png
w0265,Dutton Ranch Chardonnay 2014,4.6,71,https://images.vivino.com/thumbs/x58J7R8URNiPJQDwHkJrKw_pb_x300.png
w0266,Chardonnay 1973,4.6,71,https://images.vivino.com/thumbs/DI-lAzdCS5K-MWySzyj_Fg_pb_x300.png
w0269,Mon Plaisir Chardonnay 2013,4.6,66,https://images.vivino.com/thumbs/kI7dIYpZQWK1D2GCeQ4D2g_pb_x300.png
w0272,Stone Flat Vineyard Chardonnay 2014,4.6,64,https://images.vivino.com/thumbs/ke1_wyNvTVW3JOUIb2al2A_pb_x300.png
w0273,La Carriere Chardonnay 2011,4.6,63,https://images.vivino.com/thumbs/KuRAb0xzRI2Uvgm-S_XBmw_pb_x300.png
w0274,Wehlener Sonnenuhr Riesling Auslese 1995,4.6,63,https://images.vivino.com/thumbs/z7B_lm7URWy88F0inHlZ-w_pb_x300.png
w0277,Belle Côte Chardonnay 2011,4.6,62,https://images.vivino.com/thumbs/EWNIy5joRa-TxGeICF4Kxw_pb_x300.png
w0278,Estate Vineyard Chardonnay 2014,4.6,61,https://images.vivino.com/thumbs/sG8QtW-zTdCtddOUYgs_hw_pb_x300.png
w0279,La Carriere Chardonnay 2016,4.6,61,https://images.vivino.com/thumbs/KuRAb0xzRI2Uvgm-S_XBmw_pb_x300.png
w0285,Singerriedel - Riesling Smaragd 2009,4.6,58,https://images.vivino.com/thumbs/W7Tblf6DSU6rZjeCpIkJ8Q_pb_x300.png
w0290,Chardonnay Ma Princesse 2013,4.6,57,https://images.vivino.com/thumbs/Oxokhd-lR4iOQ64hYG4t1w_pb_x300.png
w0293,Wehlener Sonnenuhr Riesling Auslese 1997,4.6,56,https://images.vivino.com/thumbs/z7B_lm7URWy88F0inHlZ-w_pb_x300.png
w0295,Marcassin Vineyard Chardonnay 2008,4.6,55,https://images.vivino.com/thumbs/JFRTPDUcTFiLFvtMXT-4Cg_pb_x300.png
w0300,Chardonnay 2012,4.6,54,https://images.vivino.com/thumbs/AZ9GPtXgQ2-XUH9AKkusaQ_pb_x300.png
w0301,Abts Erde Riesling 2015,4.6,54,https://images.vivino.com/thumbs/e-wQMtuaTqORgDsptlx5ng_pb_x300.png
w0305,Chardonnay 2001,4.6,53,https://images.vivino.com/thumbs/wofRa9S3T2eqYtwZlpx9IA_pb_x300.png
w0312,Wehlener Sonnenuhr Riesling Auslese 1983,4.6,52,https://images.vivino.com/thumbs/z7B_lm7URWy88F0inHlZ-w_pb_x300.png
w0313,Chardonnay Reserve 2008,4.6,51,https://images.vivino.com/thumbs/yVFnJFJ9QHOCAYmvFedERw_pb_x300.png
w0314,Wehlener Sonnenuhr Riesling Auslese 2015,4.6,51,https://images.vivino.com/thumbs/faerPtwPSN-fvokzTc6IUQ_pb_x300.png
w0316,Belle Côte Chardonnay 2010,4.6,51,https://images.vivino.com/thumbs/EWNIy5joRa-TxGeICF4Kxw_pb_x300.png
w0319,One Sixteen Chardonnay 2017,4.6,50,https://images.vivino.com/thumbs/iYxPy13lS_GpIRY_FKFyYg_pb_x300.png
w0320,River Block Chardonnay 2013,4.6,49,https://images.vivino.com/thumbs/_-D5u5qPQQmc3LDTJDgFuw_pb_x300.png
w0325,Chardonnay 2015,4.6,49,https://images.vivino.com/thumbs/M8fSzJv6QMORODa6KeyP3g_pb_x300.png
w0326,Chardonnay 2013,4.6,49,https://images.vivino.com/thumbs/A8JXP6kTRIiIoJIZ2Ntbtg_pb_x300.png
w0330,Wehlener Sonnenuhr Riesling Spätlese 2005,4.6,47,https://images.vivino.com/thumbs/H6y8DYFpT-OkXnzNtyO43g_pb_x300.png
w0332,Chardonnay Piemonte Riserva della Famiglia 2007,4.6,47,https://images.vivino.com/thumbs/37lN6oJfQjWbjFqOKa49JA_pb_x300.png
w0333,Zeltinger Sonnenuhr Riesling Auslese*** 2002,4.6,47,https://images.vivino.com/thumbs/cRfUP4-9Q_ekH1Ml_kSwcg_pb_x300.png
w0336,Napa Valley Chardonnay 2009,4.6,46,https://images.vivino.com/thumbs/gAydmmSBTr-4FbYj9An_eA_pb_x300.png
w0337,Clos des Capucins Cuvée Sainte Catherine L'Inédit Riesling Alsace Grand Cru Schlossberg 2009,4.6,46,https://images.vivino.com/thumbs/DKBktjSHRiSnFyHUxMcyuQ_pb_x300.png
w0338,Viognier N.V.,4.6,46,https://images.vivino.com/thumbs/7dxxujnUS36_KaTKL_bcvw_pb_x300.png
w0341,Estate Vineyard Chardonnay 2004,4.6,46,https://images.vivino.com/thumbs/sG8QtW-zTdCtddOUYgs_hw_pb_x300.png
w0343,Olivet Lane Vineyard Chardonnay 2015,4.6,45,https://images.vivino.com/thumbs/291cKtTVRiOI1GCoMQTb0g_pb_x300.png
w0345,Chardonnay Ritchie Vineyard 2014,4.6,45,https://images.vivino.com/thumbs/JoUVZv1yR9GFHUjPjaWCVg_pb_x300.png
w0353,The FMC Chenin Blanc 2008,4.6,44,https://images.vivino.com/thumbs/PSJ4rCFvRcaUWmX0-6USNA_pb_x300.png
w0372,Chardonnay UV-SL Vineyard 2014,4.6,41,https://images.vivino.com/thumbs/mPyl7d8BR8Ctf5gT0tbTtw_pb_x300.png
w0374,Chardonnay Lauren 2012,4.6,41,https://images.vivino.com/thumbs/2NAVcOqORIetzF7Znkt56Q_pb_x300.png
w0379,Monte Bello Chardonnay 2006,4.6,40,https://images.vivino.com/thumbs/cRhDpkLyQJW3CtX26zHdBw_pb_x300.png
w0381,Mon Plaisir Chardonnay 2011,4.6,39,https://images.vivino.com/thumbs/kI7dIYpZQWK1D2GCeQ4D2g_pb_x300.png
w0382,Moscato 2011,4.6,39,https://images.vivino.com/thumbs/rtfNj2HJR6ipRJoDn5ISrA_pb_x300.png
w0386,Bacharacher Wolfshöhle Riesling Auslese 1992,4.6,38,https://images.vivino.com/thumbs/pejaL6WGT6aoSKSUTxiooQ_pb_x300.png
w0387,Zeltinger Schlossberg Riesling Trockenbeerenauslese 2006,4.6,38,https://images.vivino.com/thumbs/HZ-3QubYRv6ndY41Esyw-A_pb_x300.png
w0389,Chardonnay 2016,4.6,38,https://images.vivino.com/thumbs/hhlGZQVnR7C_RYEn8e677g_pb_x300.png
w0393,Chardonnay Ma Princesse 2012,4.6,37,https://images.vivino.com/thumbs/Oxokhd-lR4iOQ64hYG4t1w_pb_x300.png
w0395,Chardonnay Ritchie Vineyard 2008,4.6,37,https://images.vivino.com/thumbs/JoUVZv1yR9GFHUjPjaWCVg_pb_x300.png
w0398,Riesling Scharzhof 2006,4.6,37,https://images.vivino.com/thumbs/h9KO_iWpSIyfBHnQ5SGsYw_pb_x300.png
w0404,Charles Heintz Vineyard Chardonnay 2014,4.6,36,https://images.vivino.com/thumbs/GMyUMfRaQk-lman89qj_hw_pb_x300.png
w0408,Vine Hill Vineyard Chardonnay 2004,4.6,36,https://images.vivino.com/thumbs/KizD8I13SmqD5ICCIwy5rw_pb_x300.png
w0410,Chardonnay Eastside 2014,4.6,36,https://images.vivino.com/thumbs/6JonqprfR_SMBTqliXjB7Q_pb_x300.png
w0418,Hyde Vineyard Chardonnay 2016,4.6,35,https://images.vivino.com/thumbs/IPynAa0jSyyagHE4ObamSQ_pb_x300.png
w0419,Abts Erde Riesling 2008,4.6,34,https://images.vivino.com/thumbs/e-wQMtuaTqORgDsptlx5ng_pb_x300.png
w0420,Adelaida District Sauvignon Blanc 2013,4.6,34,https://images.vivino.com/thumbs/kgtyGdXuSEWq2rFQpUDIfg_pb_x300.png
w0423,Three Sisters Vineyard Chardonnay 2007,4.6,34,https://images.vivino.com/thumbs/gqxP6K-NRNmnR9Moa9tr8g_pb_x300.png
w0424,Scharzhofberger Riesling Auslese 2007,4.6,34,https://images.vivino.com/thumbs/V_iEN64AR7GyB20KeOkA0Q_pb_x300.png
w0425,Edward James Estate Chardonnay 2013,4.6,34,https://images.vivino.com/thumbs/Cutv8F72QW27ffzoEEBbMw_pb_x300.png
w0428,Scharzhofberger Riesling Auslese 2006,4.6,33,https://images.vivino.com/thumbs/V_iEN64AR7GyB20KeOkA0Q_pb_x300.png
w0439,Chardonnay Piemonte Riserva della Famiglia 2010,4.6,31,https://images.vivino.com/thumbs/37lN6oJfQjWbjFqOKa49JA_pb_x300.png
w0440,Singerriedel - Riesling Smaragd 2003,4.6,31,https://images.vivino.com/thumbs/W7Tblf6DSU6rZjeCpIkJ8Q_pb_x300.png
w0443,Monzinger Halenberg Riesling Trocken 2006,4.6,31,https://images.vivino.com/thumbs/YtPTROHcQ12Yq6eL9TYleA_pb_x300.png
w0444,Chardonnay 2010,4.6,31,https://images.vivino.com/thumbs/M8fSzJv6QMORODa6KeyP3g_pb_x300.png
w0445,Chardonnay Ma Douce 2012,4.6,31,https://images.vivino.com/thumbs/BQX-66CKQmWn7g_GrirTyg_pb_x300.png
w0447,Wehlener Sonnenuhr Riesling Auslese 1994,4.6,30,https://images.vivino.com/thumbs/z7B_lm7URWy88F0inHlZ-w_pb_x300.png
w0448,Chardonnay Ma Princesse 2009,4.6,30,https://images.vivino.com/thumbs/Oxokhd-lR4iOQ64hYG4t1w_pb_x300.png
w0449,Chardonnay CIX 2014,4.6,30,https://images.vivino.com/thumbs/mPWBSs3FQHuG52fEionjYQ_pb_x300.png
w0452,Chardonnay 2011,4.6,30,https://images.vivino.com/thumbs/AZ9GPtXgQ2-XUH9AKkusaQ_pb_x300.png
w0457,Richard Dinner Vineyard Chardonnay 2012,4.6,29,https://images.vivino.com/thumbs/NCtixwBCTbeAkFAmf4hsRQ_pb_x300.png
w0460,Napa Valley Chardonnay 2008,4.6,29,https://images.vivino.com/thumbs/gAydmmSBTr-4FbYj9An_eA_pb_x300.png
w0461,Astraio Viognier 2016,4.6,29,https://images.vivino.com/thumbs/7n9qDCn_RViqwF6TA1_5lg_pb_x300.png
w0464,Chardonnay 2007,4.6,29,https://images.vivino.com/thumbs/M3egNRrUSt6B2mr9rp0woQ_pb_x300.png
w0466,Gras im Ofen Chardonnay GG Ihringer Winklerberg 2015,4.6,29,https://images.vivino.com/thumbs/Xur6OC8oS_iQfZ-FFzBGUw_pb_x300.png
w0476,Vignoble Gli Zii Chardonnay N.V.,4.6,28,https://images.vivino.com/thumbs/8H1Lhc_BQW6Ym5A-ChFITA_pb_x300.png
w0479,Primo Amore Moscato delle Venezie 2008,4.6,28,https://images.vivino.com/thumbs/cuyOkIO9SUmiGFl6TRgn0w_pb_x300.png
w0481,Achleiten Riesling 2007,4.6,28,https://images.vivino.com/thumbs/LjnragvGQh-DIIGggDUhkQ_pb_x300.png
w0485,Asatsuyu Sauvignon Blanc 2011,4.6,28,https://images.vivino.com/thumbs/q1TKjQr5R4uPKk3ffLEMpQ_pb_x300.png
w0490,Tradition Pinot Gris 1998,4.6,27,https://images.vivino.com/thumbs/D4mr1Ll5Tc6dyVaSZORjCw_pb_x300.png
w0491,Vineyard Selection Chardonnay 2014,4.6,27,https://images.vivino.com/thumbs/xdoEV1phQJOW6T_G9-YVpQ_pb_x300.png
w0492,Chardonnay 2010,4.6,27,https://images.vivino.com/thumbs/hK6rHIW7T0CflWb1at-ldA_pb_x300.png
w0494,Estate Finch Hollow Chardonnay (Cave Fermented) 2016,4.6,27,https://images.vivino.com/thumbs/pQ_92smWRKG7Y7h5_ZwD-w_pb_x300.png
w0498,Cave Collection Chardonnay 2008,4.6,27,https://images.vivino.com/thumbs/fMFM-DDQTbWMrnmWcb0udg_pb_x300.png
w0499,Stone Flat Vineyard Chardonnay 2010,4.6,27,https://images.vivino.com/thumbs/ke1_wyNvTVW3JOUIb2al2A_pb_x300.png
w0503,Yattarna Chardonnay (BIN 144) 2003,4.6,27,https://images.vivino.com/thumbs/aMdgLSKeQVybJ-VdZSg6rQ_pb_x300.png
o0026,Eins Zu Eins Merlot Rosé 2016,4.5,25,https://images.vivino.com/thumbs/LzLL-fVGQGSPaw7RBeYpeg_pb_x300.png
o0033,Pinot Noir of Vin Gris 2017,4.4,16,https://images.vivino.com/thumbs/Tdaodpr5SIqmaVqoeRgMQA_pb_x300.png
o0034,Pinot Noir of Vin Gris 2016,4.4,15,https://images.vivino.com/thumbs/Tdaodpr5SIqmaVqoeRgMQA_pb_x300.png
o0037,Vin Gris of Pinot Noir 2011,4.4,12,https://images.vivino.com/thumbs/Al-bmQXBSrqxEzw5kVGx6w_pb_x300.png
o0039,Grenache Rosé 2013,4.4,78,https://images.vivino.com/thumbs/0iPgtJgmQ-2CeV5FUKQMfA_pb_x300.png
o0045,Pink Moscato N.V.,4.4,47,https://images.vivino.com/thumbs/JCFib4pKSjWtP5R9-wuAtQ_pb_x300.png
o0063,Pinot Noir of Vin Gris N.V.,4.3,93,https://images.vivino.com/thumbs/Tdaodpr5SIqmaVqoeRgMQA_pb_x300.png
o0094,Pinot Noir of Vin Gris 2013,4.3,14,https://images.vivino.com/thumbs/Tdaodpr5SIqmaVqoeRgMQA_pb_x300.png
o0095,Grenache Rosé 2018,4.3,13,https://images.vivino.com/thumbs/lN3RJZA-SIq29mTDAkYX6A_pb_x300.png
o0100,Moscato Rosa Schweizer 2012,4.3,12,https://images.vivino.com/thumbs/vrIIWtC_Rcq-5EdiqvRTFQ_pb_x300.png
